Filiale,Datum,Artikelgruppe,Umsatz
1,2018-01-18,7,147.979804314575
1,2018-01-24,7,201.844136264329
1,2018-02-13,7,178.58572199352798
1,2018-02-16,7,191.837141351536
1,2018-02-19,7,174.46862339377398
1,2018-02-22,7,206.606306746231
1,2018-03-17,7,119.92644039606701
1,2018-03-20,7,169.589846713002
1,2018-03-23,7,176.561349031586
1,2018-04-18,7,154.59642313165702
1,2018-04-21,7,129.76921416300698
1,2018-04-24,7,179.531262779664
1,2018-05-14,7,159.617413477854
1,2018-05-17,7,159.745546808577
1,2018-05-23,7,174.623092317015
1,2017-05-13,8,110.583755741966
1,2017-05-19,8,131.968404190059
1,2017-06-14,8,141.73164209407102
1,2017-06-17,8,107.273471239379
1,2017-07-10,8,136.90134976228998
1,2017-07-13,8,120.305854260177
1,2017-07-19,8,141.587022695267
1,2017-08-08,8,119.582886929516
1,2017-08-11,8,142.954022031249
1,2017-08-14,8,137.965139271985
1,2017-08-17,8,153.961660685223
1,2017-09-09,8,110.464660735156
1,2017-09-12,8,127.26101274685301
1,2017-09-15,8,138.260296071809
1,2017-10-11,8,170.27519252292802
1,2017-10-14,8,151.97176447261802
1,2017-10-17,8,203.013342836868
1,2017-11-06,8,142.56006193796802
1,2017-11-09,8,137.190012331732
1,2017-11-15,8,130.328377869196
1,2017-12-08,8,153.773002582517
1,2017-12-11,8,168.513598457335
1,2017-12-14,8,140.525185547257
1,2018-01-06,8,94.877962810981
1,2018-01-09,8,145.837320688751
1,2018-01-12,8,159.343058948815
1,2018-01-15,8,168.787843604064
1,2018-02-07,8,163.72569382446002
1,2018-02-10,8,219.396897252045
1,2018-02-13,8,127.635994450905
1,2018-03-08,8,156.524233813092
1,2018-03-14,8,176.765657054338
1,2018-03-17,8,71.9469889647707
1,2018-04-06,8,127.660829089008
1,2018-04-09,8,160.469112560702
1,2018-04-12,8,173.411669110085
1,2018-05-08,8,176.483545052457
1,2018-05-11,8,159.246003903333
1,2018-05-14,8,155.083534611669
1,2018-06-06,8,131.220643148088
1,2018-06-09,8,95.6690137249458
1,2018-06-12,8,170.196610569209
1,2018-06-15,8,127.411940756983
1,2018-07-05,8,178.742467702789
1,2018-07-11,8,212.603553478659
1,2018-07-14,8,164.164513310738
1,2018-08-06,8,186.05490240787398
1,2018-08-09,8,182.236680309595
1,2018-08-15,8,179.893175020935
1,2018-09-04,8,153.065559219997
1,2018-09-07,8,130.13380979177
1,2018-09-10,8,145.22613129546002
1,2018-09-13,8,132.87397807738398
1,2018-10-06,8,93.4764247607471
1,2018-10-09,8,158.271830882544
1,2018-10-12,8,181.86963907361599
1,2018-11-04,8,85.5798021367034
1,2018-11-07,8,155.898023310725
1,2018-11-10,8,70.294987323559
1,2018-11-13,8,164.072050551524
1,2018-12-03,8,148.220188775239
1,2018-12-06,8,166.699566340286
1,2018-12-12,8,173.03159057902303
1,2019-01-04,8,160.005159172422
1,2019-01-07,8,133.00339870095
1,2019-01-10,8,160.984354834132
1,2019-02-08,8,167.03017087675101
1,2019-02-11,8,190.05941274625098
1,2019-03-03,8,68.1445057330144
1,2019-03-06,8,177.93140703557899
1,2019-03-09,8,133.963703446344
1,2019-03-12,8,138.76041314677602
1,2019-04-04,8,179.22541346468202
1,2019-04-07,8,203.42055675680302
1,2019-04-10,8,146.424832491289
1,2019-04-13,8,136.409112897233
1,2019-05-03,8,177.950914711664
1,2019-05-06,8,159.520146736094
1,2019-05-09,8,208.86027603734
1,2019-06-04,8,202.45294594198998
1,2019-06-07,8,201.738004316828
1,2019-07-03,8,230.428911983412
1,2019-07-06,8,191.958661534887
1,2019-07-09,8,187.346246881407
1,2019-07-12,8,161.80820471678
1,2019-08-01,8,150.725446524319
1,2019-08-04,8,185.206976706149
1,2019-08-07,8,185.791495894198
1,2019-08-10,8,115.884448963994
1,2019-09-02,8,207.30469703468998
1,2019-09-05,8,154.602879831718
1,2019-10-01,8,152.851303656986
1,2019-10-04,8,157.06438970988302
1,2019-10-07,8,198.25756699866798
1,2019-10-10,8,215.41239211669202
1,2019-10-30,8,212.96133527916697
1,2019-11-02,8,131.365745608596
1,2019-11-05,8,205.14139112451699
1,2019-11-08,8,202.648317681321
1,2019-12-04,8,168.535279798658
1,2019-12-07,8,167.04909130201798
1,2019-12-10,8,194.03032691314
1,2019-12-30,8,203.70803715408402
1,2020-01-02,8,201.18035693258201
1,2020-01-08,8,157.960702443078
1,2020-01-31,8,156.839459681361
1,2020-02-03,8,200.727557423916
1,2020-02-06,8,162.810704700646
1,2020-02-29,8,135.83888993196
1,2020-03-03,8,170.77425807622498
1,2020-03-06,8,180.64706943071602
1,2020-03-09,8,178.59567695943
1,2020-04-01,8,92.24703450641329
1,2020-04-04,8,36.2170030506856
1,2020-04-07,8,91.55183350094671
1,2020-04-30,8,118.45239675666599
1,2020-05-06,8,94.87344859958891
1,2020-05-09,8,58.790335306973496
1,2015-01-19,9,44.1377751736173
1,2015-01-22,9,80.7659233045425
1,2015-01-28,9,81.791195389427
1,2015-02-23,9,75.81741396781109
1,2015-03-24,9,72.21278225606771
1,2015-03-27,9,55.5951640386474
1,2015-04-22,9,49.7551152050791
1,2015-04-25,9,80.6071396801494
1,2015-04-28,9,96.11728285178509
1,2015-05-21,9,63.5912499106141
1,2015-05-27,9,81.94741279401191
1,2015-05-30,9,59.245405803449295
1,2015-06-19,9,53.0155316568478
1,2015-06-22,9,82.0781140669353
1,2015-06-25,9,89.3103708620581
1,2015-07-21,9,60.3455011800636
1,2015-07-24,9,85.20484497067591
1,2015-07-27,9,84.5941064253454
1,2015-08-19,9,64.3124492892447
1,2015-08-22,9,88.2321457332465
1,2015-08-25,9,81.9441981270574
1,2015-08-28,9,65.5851100042081
1,2015-09-17,9,87.4028891084408
1,2015-09-23,9,74.0944755427975
1,2015-09-26,9,104.18271688168899
1,2015-10-19,9,72.0139804584349
1,2015-10-22,9,67.1075932072426
1,2015-11-17,9,69.8982598557261
1,2015-11-20,9,66.4307650326363
1,2015-12-16,9,71.3973189503575
1,2015-12-19,9,44.344060090402095
1,2016-01-20,9,79.4955852931796
1,2016-01-23,9,85.13502063339241
1,2016-01-26,9,54.089292423692896
1,2016-02-24,9,55.0663523344362
1,2016-03-21,9,41.2694831918786
1,2016-03-24,9,80.39322794506829
1,2016-04-16,9,60.0833258991171
1,2016-04-19,9,40.6216350793653
1,2016-04-22,9,48.1167471400457
1,2016-04-25,9,70.7326222290143
1,2016-05-18,9,48.92111489575971
1,2016-06-16,9,58.735457480128794
1,2016-06-19,9,124.09172029788701
1,2016-07-15,9,63.958228077740706
1,2016-07-21,9,74.5504308661138
1,2016-08-16,9,85.6744882304074
1,2016-08-19,9,85.52647855024891
1,2016-08-22,9,75.84237158800879
1,2016-09-17,9,78.87747537281341
1,2016-09-20,9,75.7531851847933
1,2016-09-23,9,50.3270345194135
1,2016-10-13,9,55.4688574987825
1,2016-10-19,9,64.5055256706568
1,2016-10-22,9,54.1831834125317
1,2016-11-14,9,57.7133392817449
1,2016-11-17,9,73.3167405976387
1,2016-12-13,9,67.5600166955801
1,2016-12-16,9,67.3136582125222
1,2016-12-19,9,70.4871501408675
1,2016-12-22,9,60.55656716512689
1,2017-01-11,9,49.389852460037794
1,2017-01-14,9,47.4044077281158
1,2017-01-17,9,79.0074031190891
1,2017-01-20,9,54.404600577897504
1,2017-02-15,9,22.3666550705631
1,2017-02-18,9,49.0300484981613
1,2017-02-21,9,49.668735043122
1,2017-03-13,9,60.573347689057705
1,2017-03-16,9,43.4967650965059
1,2017-03-22,9,57.726320055857
1,2017-05-13,9,53.2767476040771
1,2017-05-19,9,47.484098198108704
1,2017-05-22,9,61.132350194717596
1,2017-06-14,9,62.8954070393895
1,2017-06-17,9,61.78410223727611
1,2017-06-20,9,48.0956879442366
1,2017-07-13,9,72.3996392578169
1,2017-07-19,9,41.1898302932437
1,2017-08-11,9,128.60186818488302
1,2017-08-14,9,74.5846225128792
1,2017-08-17,9,93.4913498515428
1,2017-09-09,9,74.0349309231017
1,2017-09-12,9,93.6749472534575
1,2017-09-15,9,93.9144261902496
1,2017-09-18,9,94.8582037083576
1,2017-10-11,9,71.1939364507742
1,2017-10-14,9,86.0919381244772
1,2017-10-17,9,94.1421449239244
1,2017-10-20,9,92.4013548070005
1,2017-11-09,9,99.8196670927817
1,2017-11-15,9,66.93702690874039
1,2017-11-18,9,118.066950836562
1,2017-12-11,9,93.48668309625721
1,2017-12-14,9,98.26624669594321
1,2018-01-09,9,67.9861740776974
1,2018-01-12,9,67.4486532657415
1,2018-01-15,9,60.419965832880706
1,2018-01-18,9,66.3841114577781
1,2018-02-07,9,91.01270091660129
1,2018-02-10,9,154.91795115210502
1,2018-02-13,9,113.83574999660101
1,2018-02-16,9,100.760563189109
1,2018-03-14,9,69.0789978922965
1,2018-03-17,9,84.6134421126325
1,2018-03-20,9,82.6078771471823
1,2018-04-09,9,107.093286241721
1,2018-04-12,9,108.739288801669
1,2018-04-18,9,71.8539578096094
1,2018-05-11,9,117.60649900270701
1,2018-05-14,9,81.5342679834463
1,2018-05-17,9,94.2910744795611
1,2018-06-09,9,64.20326319252929
1,2018-06-12,9,92.85370536421259
1,2018-06-15,9,61.802261726051704
1,2018-06-18,9,66.1284760014551
1,2018-07-11,9,92.45381695739
1,2018-07-14,9,104.98960446152799
1,2018-07-17,9,86.80349777831239
1,2018-08-09,9,101.804618328122
1,2018-08-15,9,86.27865888757299
1,2018-09-07,9,111.499826889746
1,2018-09-10,9,98.77573609696259
1,2018-09-13,9,109.174061776427
1,2018-10-06,9,100.004895620448
1,2018-10-09,9,111.30991267635099
1,2018-10-12,9,70.1522470592796
1,2018-10-15,9,90.6113402527623
1,2018-11-07,9,88.5599092604303
1,2018-11-10,9,80.58616083606479
1,2018-11-13,9,99.5536312951273
1,2018-11-16,9,130.697596600183
1,2018-12-06,9,88.2694685263316
1,2018-12-12,9,121.15577362750099
1,2018-12-15,9,90.9235349673134
1,2019-01-07,9,96.3496298434697
1,2019-01-10,9,128.40054969572398
1,2019-02-08,9,101.424035433926
1,2019-02-11,9,107.920037989044
1,2019-02-14,9,115.32169543035299
1,2019-03-06,9,64.3912771844075
1,2019-03-09,9,124.238224336965
1,2019-03-12,9,80.13559644467121
1,2019-03-15,9,103.735023337192
1,2019-04-07,9,102.578989697355
1,2019-04-10,9,89.6596975122382
1,2019-04-13,9,97.2672334725914
1,2019-05-06,9,55.1294752992576
1,2019-05-09,9,67.0445631810532
1,2019-05-15,9,99.34305839887371
1,2019-06-04,9,68.0325020979744
1,2019-06-07,9,90.2036113795637
1,2019-06-13,9,81.57764231422509
1,2019-07-06,9,79.76718338323259
1,2019-07-09,9,79.5390986375746
1,2019-07-12,9,98.65852519373709
1,2019-07-15,9,71.51929611325579
1,2019-08-04,9,94.9302040063802
1,2019-08-07,9,77.0420583098885
1,2019-08-10,9,114.57980334161199
1,2019-08-13,9,86.8141840579257
1,2019-09-05,9,118.29912505896499
1,2019-09-11,9,81.9388365507503
1,2019-10-04,9,90.398366357505
1,2019-10-07,9,100.00104128171999
1,2019-10-10,9,90.9682857123056
1,2019-10-13,9,110.437720101397
1,2019-11-02,9,114.786184142822
1,2019-11-05,9,91.81779107572659
1,2019-11-08,9,103.793332797307
1,2019-11-11,9,113.57775494172701
1,2019-12-04,9,93.30496547655909
1,2019-12-07,9,112.317894655035
1,2019-12-10,9,97.56285689842609
1,2019-12-13,9,92.1897597969891
1,2020-01-02,9,71.04611801644809
1,2020-01-08,9,98.5125355632084
1,2020-01-11,9,105.392278271389
1,2020-02-03,9,89.83255525987741
1,2020-02-06,9,121.181226766923
1,2020-03-03,9,84.3823927170345
1,2020-03-06,9,105.132512726529
1,2020-03-09,9,84.8104161727264
1,2020-03-12,9,88.4690234722758
1,2020-04-01,9,31.3793320446217
1,2020-04-04,9,53.1217979369765
1,2020-04-07,9,83.07038028428921
1,2020-05-06,9,63.8847565215571
1,2020-05-09,9,57.518021128772794
1,2015-01-06,10,72.65742127757741
1,2015-01-09,10,46.034668227596995
1,2015-01-12,10,44.3281822258478
1,2015-01-15,10,34.6360194957854
1,2015-02-07,10,95.56269420363449
1,2015-02-10,10,85.79516292801509
1,2015-02-13,10,127.06218550647199
1,2015-02-16,10,94.11224914025111
1,2015-03-11,10,76.9245539736482
1,2015-03-14,10,104.87985697838002
1,2015-03-17,10,66.2189492247523
1,2015-04-09,10,43.81721905456921
1,2015-04-15,10,41.7139280836658
1,2015-05-08,10,83.5596850106042
1,2015-05-11,10,43.30128072961661
1,2015-06-06,10,100.109597420625
1,2015-06-09,10,36.4145396129881
1,2015-06-12,10,65.11689281977179
1,2015-06-15,10,87.0066839906843
1,2015-07-08,10,77.9036653027175
1,2015-07-11,10,112.958215037346
1,2015-07-14,10,107.874080473755
1,2015-07-17,10,59.8654472053684
1,2015-08-06,10,72.2299854342366
1,2015-08-12,10,99.4727333197415
1,2015-08-15,10,103.18208376698
1,2015-09-07,10,67.3206997390925
1,2015-09-10,10,66.114336477023
1,2015-10-06,10,71.37499966769171
1,2015-10-09,10,83.5496373272787
1,2015-10-12,10,96.91906716985659
1,2015-10-15,10,101.019048856268
1,2017-02-02,8,123.005067878283
1,2017-02-25,8,77.7467111194941
1,2017-02-28,8,139.673868560536
1,2017-03-03,8,123.720799504144
1,2017-03-29,8,163.475545489116
1,2017-04-01,8,164.495611416176
1,2017-04-04,8,164.09612617258801
1,2017-04-24,8,96.31128518276479
1,2017-04-27,8,171.60130995692
1,2017-05-03,8,130.441195527482
1,2017-05-26,8,138.82210140235
1,2017-05-29,8,140.77770385456898
1,2017-06-01,8,162.86577134142001
1,2017-06-04,8,121.55252909499501
1,2017-06-24,8,107.78258745662201
1,2017-06-27,8,140.870958001383
1,2017-06-30,8,163.953548168073
1,2017-07-26,8,160.58983014875798
1,2017-07-29,8,123.764158890105
1,2017-08-01,8,169.836306418729
1,2017-08-24,8,129.663234813992
1,2017-08-30,8,126.3173829581
1,2017-09-02,8,98.66553305275991
1,2017-09-22,8,130.912822026922
1,2017-09-25,8,126.63087078566002
1,2017-09-28,8,144.588906341811
1,2017-10-01,8,40.6377436148408
1,2017-10-24,8,153.928237896991
1,2017-10-27,8,138.627359049464
1,2017-10-30,8,172.965708699009
1,2017-11-22,8,182.39995663638697
1,2017-11-25,8,131.750369718521
1,2017-11-28,8,154.455397227944
1,2017-12-01,8,150.848026487569
1,2017-12-21,8,157.081828946248
1,2017-12-27,8,163.536672972124
1,2017-12-30,8,97.3647596723962
1,2018-01-22,8,152.578609363801
1,2018-01-25,8,155.523948515673
1,2018-01-31,8,153.908346395007
1,2018-02-20,8,103.316833733234
1,2018-02-23,8,103.93139447611901
1,2018-02-26,8,159.504732341837
1,2018-03-01,8,149.31567491123002
1,2018-03-24,8,122.427343418352
1,2018-03-27,8,158.76109407369302
1,2018-04-25,8,132.157106183699
1,2018-04-28,8,99.98896799306841
1,2018-05-24,8,122.510361807928
1,2018-05-30,8,127.62356740728599
1,2018-06-22,8,131.060264051792
1,2018-06-25,8,176.350307119291
1,2018-06-28,8,150.54184071866501
1,2018-07-21,8,102.814940637507
1,2018-07-24,8,135.191181165697
1,2018-07-27,8,139.69293452100501
1,2018-07-30,8,151.855100902146
1,2018-08-22,8,138.995103954204
1,2018-08-25,8,99.1833561399466
1,2018-08-28,8,136.083021249705
1,2018-09-20,8,145.822192127882
1,2018-09-26,8,138.02382298211398
1,2018-09-29,8,100.405921205165
1,2018-10-19,8,177.47324455523702
1,2018-10-22,8,201.656292395189
1,2018-10-25,8,193.877538163863
1,2018-11-20,8,118.280158718645
1,2018-11-23,8,169.159034731495
1,2018-11-26,8,163.35398949978799
1,2018-12-19,8,156.938773680543
1,2018-12-22,8,114.329550632081
1,2018-12-28,8,138.148436199784
1,2019-01-17,8,49.5891022106429
1,2019-02-18,8,177.323993395358
1,2019-02-21,8,192.129016936315
1,2019-02-27,8,188.904815704044
1,2019-03-19,8,166.442571360612
1,2019-03-22,8,179.03249329099202
1,2019-03-25,8,163.03320546830798
1,2019-03-28,8,174.49375544213902
1,2019-04-20,8,125.059770523062
1,2019-04-23,8,212.941255512569
1,2019-04-26,8,166.422306019528
1,2019-05-22,8,191.260593997817
1,2019-05-25,8,144.16860625882902
1,2019-05-28,8,172.681760395937
1,2019-06-17,8,222.026062411848
1,2019-06-20,8,230.14389885324601
1,2019-06-23,8,21.680665160655103
1,2019-06-26,8,135.327583435138
1,2019-07-19,8,175.99486811215598
1,2019-07-22,8,180.15645790817
1,2019-07-25,8,131.778849712166
1,2019-08-17,8,143.578492905873
1,2019-08-20,8,151.28421372692802
1,2019-08-23,8,160.543916609947
1,2019-08-26,8,159.423427216667
1,2019-09-18,8,169.74046934462498
1,2019-09-21,8,129.359210836636
1,2019-09-24,8,157.50959426993
1,2019-10-17,8,215.95028829603
1,2019-10-23,8,172.444496579846
1,2019-10-26,8,161.48979317278
1,2019-11-15,8,196.575037562374
1,2019-11-18,8,143.453401467559
1,2019-11-21,8,188.30912965877
1,2019-12-17,8,174.87600739392101
1,2019-12-20,8,186.746631330381
1,2019-12-23,8,193.178403787205
1,2020-01-15,8,139.380281533256
1,2020-01-18,8,159.8455823306
1,2020-01-21,8,185.72208529455298
1,2020-01-24,8,183.214894643839
1,2020-02-13,8,166.73851250995702
1,2020-02-19,8,142.59115990658398
1,2020-02-22,8,111.542292727168
1,2020-03-16,8,170.815264614151
1,2020-04-17,8,97.1935569913418
1,2020-04-20,8,127.240935675427
1,2020-04-23,8,96.9812173654397
1,2020-05-13,8,127.714027050748
1,2020-05-16,8,79.0133247559003
1,2020-05-19,8,105.477266708427
1,2020-05-22,8,103.47087121678899
1,2015-01-06,9,62.62307789000771
1,2015-01-09,9,67.49915760712321
1,2015-01-12,9,67.7705478687919
1,2015-03-05,9,51.4353950014744
1,2015-03-11,9,59.9287106420558
1,2015-03-14,9,73.644513107197
1,2015-04-09,9,65.5507059053863
1,2015-04-15,9,72.44456804193509
1,2015-05-05,9,56.8444755436495
1,2015-05-08,9,68.0972708524141
1,2015-06-06,9,38.8216081825187
1,2015-06-09,9,61.446681265005296
1,2015-06-12,9,57.177776597234605
1,2015-07-05,9,53.8931712626095
1,2015-07-14,9,90.9328570337359
1,2015-08-03,9,53.6919957712503
1,2015-08-06,9,57.000122801107
1,2015-08-12,9,52.4515988959731
1,2015-09-04,9,89.99492870489891
1,2015-09-07,9,65.4449873173199
1,2015-09-10,9,89.44157333544631
1,2015-10-03,9,90.1017630106021
1,2015-10-06,9,55.9660504666921
1,2015-10-09,9,81.16694314897892
1,2015-10-12,9,52.9214580231126
1,2015-11-04,9,64.120712692572
1,2015-11-07,9,75.22965501896621
1,2015-11-10,9,63.830087441197996
1,2016-01-04,9,67.1723138222248
1,2016-01-07,9,59.361580416580495
1,2016-03-02,9,74.5917260137152
1,2016-03-05,9,100.249353652228
1,2016-03-31,9,67.8267056905931
1,2016-04-03,9,93.72665856830179
1,2016-04-06,9,67.6713469810456
1,2016-04-09,9,79.92180421002709
1,2016-05-02,9,60.2518819082891
1,2016-05-31,9,61.0880687199392
1,2016-06-03,9,74.4061353146541
1,2016-06-09,9,57.80500609762011
1,2016-07-02,9,64.2632494341317
1,2016-07-05,9,59.695438914964
1,2016-07-08,9,78.103000628481
1,2016-08-03,9,69.4966936607298
1,2016-08-06,9,64.90343235467961
1,2016-08-09,9,67.0558335281348
1,2017-09-01,8,140.104796260563
1,2017-09-04,8,167.328248637394
1,2017-09-07,8,149.514142632346
1,2017-09-30,8,91.40300536184441
1,2017-10-06,8,128.166023555677
1,2017-10-09,8,182.181061304047
1,2017-11-01,8,186.938586196801
1,2017-11-04,8,146.101336380079
1,2017-11-07,8,132.641573208405
1,2017-11-30,8,174.735977315905
1,2017-12-06,8,144.701567617672
1,2017-12-09,8,110.25056180160699
1,2017-12-29,8,152.02300339121
1,2018-01-04,8,163.893867966537
1,2018-01-30,8,145.555004400425
1,2018-02-02,8,139.31005034823
1,2018-02-05,8,155.815491452822
1,2018-02-28,8,129.651629221156
1,2018-03-03,8,101.45354946391399
1,2018-03-06,8,132.54687012494801
1,2018-03-09,8,124.997210346627
1,2018-03-29,8,200.935574664623
1,2018-04-01,8,47.21289488752029
1,2018-04-04,8,130.654295465617
1,2018-04-07,8,84.40489112618741
1,2018-04-30,8,142.66290083468598
1,2018-05-03,8,193.427047291913
1,2018-05-06,8,185.56999228363998
1,2018-05-09,8,151.188178195315
1,2018-05-29,8,141.753480151521
1,2018-06-01,8,153.63366462550601
1,2018-06-04,8,169.272257726924
1,2018-06-07,8,131.46166051652
1,2018-06-30,8,99.3410831574128
1,2018-07-03,8,142.907523697731
1,2018-07-06,8,141.489900740546
1,2018-08-01,8,144.412207149811
1,2018-08-04,8,126.29229248710199
1,2018-08-07,8,141.981749984401
1,2018-08-27,8,128.150663025541
1,2018-08-30,8,120.25851578829399
1,2018-09-02,8,188.322892648833
1,2018-09-05,8,135.729990450739
1,2018-09-28,8,134.549541306486
1,2018-10-01,8,144.97972277319
1,2018-10-04,8,130.42353948500798
1,2018-10-27,8,151.438494349352
1,2018-10-30,8,168.960178265998
1,2018-11-02,8,163.289403672904
1,2018-11-05,8,120.64783844864799
1,2018-11-28,8,155.176349875407
1,2018-12-01,8,120.477869818592
1,2018-12-04,8,174.217170550252
1,2018-12-27,8,163.489488119615
1,2019-01-02,8,161.146846436321
1,2019-01-05,8,105.947569694416
1,2019-02-26,8,180.70629844903098
1,2019-03-04,8,149.637682680639
1,2019-03-27,8,171.712940771463
1,2019-03-30,8,156.748218496079
1,2019-04-02,8,156.523380904308
1,2019-04-05,8,180.866466391762
1,2019-04-25,8,179.44627490489498
1,2019-04-28,8,51.0402258480056
1,2019-05-04,8,123.683004908251
1,2019-05-27,8,199.835450783103
1,2019-06-02,8,146.414485867461
1,2019-06-05,8,173.962825883745
1,2019-06-25,8,204.636514328097
1,2019-06-28,8,187.33471849971698
1,2019-07-01,8,232.050716581665
1,2019-07-04,8,190.670442590883
1,2019-07-24,8,127.550613394235
1,2019-07-27,8,109.3049713793
1,2019-07-30,8,177.603743083665
1,2019-08-02,8,149.040673398031
1,2019-08-28,8,122.378024963008
1,2019-08-31,8,107.16618972603901
1,2019-09-03,8,161.132761056936
1,2019-09-23,8,164.295802107137
1,2019-09-26,8,157.5441852029
1,2019-10-02,8,193.681591839212
1,2019-10-25,8,178.402911857618
1,2019-10-28,8,197.460212409171
1,2019-11-23,8,136.446578246716
1,2019-11-26,8,174.27280298619
1,2019-11-29,8,149.921790094604
1,2019-12-02,8,174.140142904598
1,2019-12-28,8,121.636546544993
1,2019-12-31,8,71.6536617397482
1,2020-01-23,8,171.067668595479
1,2020-01-29,8,171.373099376526
1,2020-02-01,8,136.518864602507
1,2020-02-21,8,157.906446267609
1,2020-02-24,8,196.264532749025
1,2020-02-27,8,171.10673138854798
1,2020-03-01,8,79.6560223044406
1,2020-03-24,8,85.1483555588256
1,2020-03-27,8,77.76272391874109
1,2020-03-30,8,93.82413320941141
1,2020-04-22,8,95.7423885826074
1,2020-04-25,8,60.573603422336504
1,2020-04-28,8,102.91329962028401
1,2020-05-27,8,86.85804020654881
1,2015-01-07,9,83.8088145212114
1,2015-01-27,9,77.1841408001483
1,2015-01-30,9,76.26879551515741
1,2015-02-28,9,69.1715067064856
1,2015-03-03,9,43.374928058695005
1,2015-03-06,9,70.80858442831571
1,2015-04-01,9,76.822207028385
1,2015-04-04,9,57.5566685478048
1,2015-04-30,9,61.93963496516629
1,2015-05-03,9,94.90216890249941
1,2015-05-29,9,72.1651365296189
1,2015-06-01,9,74.2122016410185
1,2015-06-04,9,75.0230652149427
1,2015-06-27,9,46.043937243222
1,2015-06-30,9,42.4230865346568
1,2015-07-03,9,75.983600924574
1,2015-07-06,9,100.771709011761
1,2015-07-29,9,78.9668423271414
1,2015-08-01,9,76.1916847562455
1,2015-08-04,9,63.759356024513906
1,2015-08-27,9,85.3286353852325
1,2015-09-02,9,91.48350681197809
1,2015-09-05,9,77.09996678202579
1,2015-09-25,9,50.0004023184754
1,2015-09-28,9,78.79953923042109
1,2015-10-01,9,57.0228834940771
1,2015-10-27,9,50.1585621821331
1,2015-10-30,9,87.404952256103
1,2015-11-02,9,60.90829686889089
1,2015-11-28,9,46.9842745881192
1,2015-12-01,9,70.1841979273804
1,2015-12-30,9,95.0399392603705
1,2016-01-02,9,107.887893496625
1,2016-01-25,9,65.4649492568928
1,2016-01-28,9,76.2307914130857
1,2016-02-23,9,72.66491474181329
1,2016-02-26,9,61.691209344823505
1,2016-02-29,9,55.6239818850424
1,2016-03-03,9,49.7889606228996
1,2016-03-26,9,63.8871838578636
1,2016-03-29,9,40.799458952329395
1,2016-04-01,9,58.2037999723434
1,2016-04-27,9,62.9665048606781
1,2016-04-30,9,58.186874719318105
1,2016-05-03,9,78.83222301648621
1,2016-05-23,9,61.415258701346104
1,2016-05-26,9,70.6352484427775
1,2016-06-01,9,51.104633521897
1,2016-06-24,9,52.8890935995973
1,2016-06-27,9,61.645202320208995
1,2016-06-30,9,54.2274796981277
1,2016-07-23,9,61.66293836466999
1,2016-07-26,9,53.69254849718661
1,2016-07-29,9,76.40497462176829
1,2016-08-01,9,43.794493958579395
1,2016-08-24,9,80.7449259055558
1,2016-08-27,9,68.11998612339379
1,2016-08-30,9,64.0691269008836
1,2016-09-22,9,61.123356179118005
1,2016-09-25,9,103.198283270875
1,2016-09-28,9,65.7668721015159
1,2016-10-01,9,99.2021738156468
1,2016-10-21,9,78.5001606589958
1,2016-10-24,9,65.4710381011932
1,2016-10-27,9,35.4888349190258
1,2017-07-12,8,147.318842320829
1,2017-07-15,8,123.907682282766
1,2017-08-04,8,160.944742168376
1,2017-08-07,8,158.861684537531
1,2017-08-10,8,162.839324881577
1,2017-09-05,8,133.006821317308
1,2017-09-08,8,146.997467909767
1,2017-09-11,8,141.19616870271298
1,2017-10-04,8,148.311976538859
1,2017-10-07,8,98.1701505618354
1,2017-10-10,8,182.150009025287
1,2017-10-13,8,219.27733736872102
1,2017-11-02,8,198.859870456726
1,2017-11-05,8,33.2073451278792
1,2017-11-08,8,135.53696503365
1,2017-11-11,8,74.16678760392159
1,2017-12-04,8,162.881719573763
1,2017-12-07,8,146.100025287264
1,2017-12-13,8,111.376778983279
1,2018-01-02,8,141.18522030048402
1,2018-01-05,8,149.35430629652
1,2018-01-08,8,162.227767384156
1,2018-01-11,8,167.54607200110598
1,2018-02-03,8,77.428159426266
1,2018-02-06,8,119.86265098454399
1,2018-03-04,8,19.5881619059372
1,2018-03-07,8,122.10590668943199
1,2018-03-10,8,109.64915934184799
1,2018-03-13,8,156.232111502374
1,2018-04-05,8,138.74152399418801
1,2018-04-11,8,154.959217365209
1,2018-05-04,8,158.989566265987
1,2018-05-07,8,155.164722822686
1,2018-06-02,8,73.17051178231941
1,2018-06-05,8,148.831685635199
1,2018-06-08,8,127.813969250154
1,2018-06-11,8,165.104299982312
1,2018-07-01,8,153.059788082831
1,2018-07-04,8,144.685788747255
1,2018-07-07,8,134.965996169631
1,2018-07-10,8,170.030375220792
1,2018-08-02,8,178.957954134902
1,2018-08-05,8,182.708225229751
1,2018-08-08,8,167.97312924443898
1,2018-08-11,8,113.21418178008601
1,2018-08-31,8,137.440066775017
1,2018-09-03,8,175.230978993462
1,2018-09-06,8,125.671141481762
1,2018-10-02,8,126.87578084166701
1,2018-10-05,8,101.037608772505
1,2018-10-08,8,174.04391820540002
1,2018-11-03,8,137.74012062066402
1,2018-11-06,8,173.21403504104902
1,2018-11-09,8,119.792081920649
1,2018-11-29,8,119.784159034895
1,2018-12-05,8,166.292825615338
1,2018-12-08,8,107.773071036751
1,2018-12-31,8,72.97271025109801
1,2019-01-03,8,171.087078908701
